Mass_fraction_of_co2,Mass_fraction_of_h2o,Points:0,Points:1,Points:2,Temperature,Velocity:0,Velocity:1,Velocity:2
7.65E-05,0.0015345,0.54584,0.72899,-0.28277,294.55,0.038282,0.090185,-0.077599
7.50E-05,0.0015409,0.54921,0.6894,-0.3232,294.54,0.033625,0.074888,-0.081152
7.45E-05,0.0015021,0.65785,0.64195,-0.36194,294.56,0.01353,0.051556,-0.089254
8.02E-05,0.0015295,0.64216,0.7928,-0.26251,294.6,0.039431,0.095467,-0.077856
7.35E-05,0.0015448,0.56926,0.63557,-0.36955,294.55,0.020849,0.047323,-0.081814
7.32E-05,0.0014911,0.59942,0.63311,-0.3168,294.52,0.026333,0.071098,-0.08831
7.78E-05,0.0015188,0.60586,0.74817,-0.26654,294.56,0.039252,0.095756,-0.079877
6.59E-05,0.0013329,0.59628,0.42183,-0.7068,295.15,-0.50575,-0.96172,0.44845
7.38E-05,0.0015375,0.64883,0.52383,-0.51411,294.74,-0.11738,-0.2237,0.018847
7.16E-05,0.0016063,0.56083,0.52555,-0.4795,294.65,-0.032934,-0.077156,-0.037133
7.18E-05,0.0015434,0.58115,0.56218,-0.4116,294.57,-0.0081235,-0.0020201,-0.070654
6.23E-05,0.0012117,0.66597,0.4504,-0.6985,295.02,-0.61971,-1.2292,0.53201
7.10E-05,0.0014885,0.62812,0.4521,-0.60383,294.89,-0.23011,-0.55967,0.21629
7.27E-05,0.0015218,0.63576,0.5329,-0.45018,294.64,-0.066109,-0.083347,-0.040579
7.30E-05,0.0015345,0.63381,0.49269,-0.53648,294.78,-0.14623,-0.32133,0.067394
7.44E-05,0.0014733,0.66887,0.65276,-0.31379,294.53,0.027026,0.079489,-0.09445
7.47E-05,0.0014797,0.63283,0.67185,-0.28392,294.52,0.035466,0.091339,-0.090431
8.05E-05,0.0015319,0.60789,0.80385,-0.23469,294.59,0.040768,0.099637,-0.071432
7.57E-05,0.0015018,0.59617,0.70162,-0.27435,294.53,0.038042,0.093858,-0.084345
6.82E-05,0.0014461,0.56913,0.41033,-0.67502,295.09,-0.38023,-0.75285,0.35664
7.03E-05,0.0015548,0.57272,0.43142,-0.62916,294.95,-0.22855,-0.51245,0.23896
6.82E-05,0.0014133,0.616,0.43198,-0.64867,294.97,-0.36057,-0.77691,0.34419
7.09E-05,0.0015267,0.5563,0.56292,-0.3789,294.53,0.0047633,0.021625,-0.075732
7.15E-05,0.0014984,0.62438,0.44449,-0.55761,294.84,-0.2113,-0.46981,0.15209
7.07E-05,0.0015894,0.56054,0.41978,-0.5502,294.8,-0.14755,-0.32015,0.10124
7.21E-05,0.0015356,0.61419,0.48864,-0.48226,294.69,-0.10873,-0.17778,0.0040889
8.00E-05,0.0015256,0.57139,0.7984,-0.20297,294.58,0.041336,0.10654,-0.066832
7.40E-05,0.001501,0.57478,0.66466,-0.29377,294.52,0.0346,0.084682,-0.085255
6.07E-05,0.00117,0.62061,0.37168,-0.73649,297.14,0,0,0
6.62E-05,0.0013554,0.56174,0.36824,-0.7358,297.14,0,0,0
7.08E-05,0.0015266,0.58096,0.51611,-0.41704,294.58,-0.035472,-0.037733,-0.054897
7.12E-05,0.0014818,0.56527,0.59292,-0.31566,294.49,0.024572,0.065707,-0.087178
7.13E-05,0.0014963,0.60853,0.54365,-0.38721,294.55,-0.017211,0.00050219,-0.072983
6.87E-05,0.0013702,0.65724,0.41801,-0.58033,294.89,-0.3623,-0.78634,0.31267
7.09E-05,0.001546,0.58767,0.42888,-0.58417,294.86,-0.18898,-0.44456,0.17041
7.07E-05,0.0015837,0.56269,0.46158,-0.49052,294.69,-0.08684,-0.1639,0.0051365
7.18E-05,0.0015486,0.60124,0.45816,-0.51493,294.75,-0.13858,-0.26943,0.04581
7.68E-05,0.0014985,0.5731,0.73276,-0.22255,294.53,0.042572,0.10929,-0.076456
8.08E-05,0.0015162,0.64405,0.80706,-0.203,294.59,0.042492,0.10784,-0.070766
7.27E-05,0.0014625,0.65313,0.60682,-0.32782,294.52,0.017003,0.064939,-0.093086
7.78E-05,0.0014927,0.65771,0.74249,-0.24363,294.56,0.0418,0.10538,-0.083735
7.86E-05,0.001503,0.61647,0.76473,-0.21307,294.56,0.043081,0.10955,-0.074815
7.16E-05,0.0014378,0.62343,0.59707,-0.28155,294.48,0.030787,0.086412,-0.096065
7.31E-05,0.0014603,0.59556,0.64518,-0.25743,294.49,0.039306,0.10036,-0.090124
6.14E-05,0.0011884,0.64626,0.40929,-0.69808,295.06,-0.64901,-1.2711,0.56238
6.44E-05,0.0012876,0.59338,0.37532,-0.68313,295.11,-0.53926,-1.0629,0.47662
7.17E-05,0.0014616,0.64672,0.45334,-0.51614,294.81,-0.23852,-0.44606,0.13817
7.11E-05,0.0014591,0.6255,0.55784,-0.34341,294.51,0.0019185,0.038487,-0.086566
6.58E-05,0.0013232,0.62448,0.3788,-0.6175,294.94,-0.45741,-0.95298,0.41024
7.21E-05,0.0014777,0.64848,0.47195,-0.46283,294.71,-0.16385,-0.2379,0.036501
7.18E-05,0.0014715,0.55085,0.62253,-0.27446,294.48,0.036478,0.09107,-0.087207
7.24E-05,0.0014145,0.67268,0.61994,-0.24709,294.48,0.043895,0.11348,-0.10342
7.44E-05,0.0014527,0.63342,0.67183,-0.23199,294.5,0.044658,0.11309,-0.090236
7.65E-05,0.0014647,0.63623,0.7172,-0.19361,294.52,0.047656,0.12263,-0.080755
6.63E-05,0.001363,0.58507,0.36501,-0.63837,295.01,-0.44727,-0.90359,0.40862
6.93E-05,0.0014639,0.56594,0.52825,-0.33469,294.49,0.0060375,0.035626,-0.081919
6.93E-05,0.0014933,0.56178,0.5039,-0.3753,294.52,-0.018421,-0.0065116,-0.066132
7.02E-05,0.0015184,0.58356,0.45474,-0.44172,294.63,-0.096558,-0.13241,-0.0092185
5.91E-05,0.0011305,0.64273,0.36109,-0.68051,295.04,-0.70553,-1.396,0.60707
7.18E-05,0.001474,0.65086,0.49414,-0.42888,294.64,-0.10308,-0.11793,-0.016765
7.11E-05,0.0014947,0.61835,0.47364,-0.43751,294.64,-0.10494,-0.1291,-0.011143
6.93E-05,0.0014963,0.57182,0.37898,-0.58344,294.9,-0.27298,-0.57154,0.24392
7.00E-05,0.0015846,0.54746,0.41333,-0.50825,294.73,-0.13043,-0.24597,0.057531
7.09E-05,0.0015089,0.59779,0.41409,-0.52671,294.8,-0.2125,-0.40809,0.12568
7.07E-05,0.0015049,0.59685,0.42038,-0.47647,294.72,-0.17632,-0.28256,0.063469
7.72E-05,0.0014865,0.56072,0.74301,-0.17025,294.52,0.044877,0.12206,-0.06895
7.82E-05,0.0014786,0.61647,0.75234,-0.15615,294.54,0.047354,0.12554,-0.070037
8.06E-05,0.0015084,0.59212,0.80368,-0.14328,294.58,0.043575,0.11772,-0.060284
7.47E-05,0.0014575,0.59231,0.68539,-0.20303,294.49,0.046811,0.12098,-0.082832
6.01E-05,0.001158,0.5998,0.32395,-0.71535,297.14,0,0,0
6.98E-05,0.0014276,0.58098,0.56113,-0.2766,294.45,0.030244,0.08108,-0.094203
6.92E-05,0.0014129,0.63004,0.50767,-0.32088,294.48,-0.0026072,0.036625,-0.087048
6.91E-05,0.0014435,0.60095,0.49003,-0.35221,294.51,-0.025045,-0.00066243,-0.072487
6.89E-05,0.0014755,0.57762,0.45644,-0.38857,294.55,-0.05967,-0.062809,-0.041227
6.94E-05,0.0014298,0.61585,0.39262,-0.57318,294.88,-0.31348,-0.6633,0.25752
6.90E-05,0.0013681,0.65125,0.38846,-0.54221,294.87,-0.37462,-0.76816,0.30069
7.02E-05,0.0014565,0.6279,0.46524,-0.40022,294.59,-0.090924,-0.094517,-0.026436
7.60E-05,0.0014599,0.5951,0.71242,-0.1656,294.51,0.048794,0.12975,-0.075344
8.05E-05,0.0014928,0.64975,0.79443,-0.13345,294.58,0.046941,0.12365,-0.063186
7.04E-05,0.0014042,0.6001,0.58254,-0.23295,294.44,0.044457,0.1106,-0.099887
6.96E-05,0.0013663,0.64361,0.5563,-0.22078,294.43,0.051381,0.1223,-0.11143
7.12E-05,0.0014422,0.54594,0.61665,-0.23662,294.45,0.043253,0.10995,-0.088984
5.52E-05,0.0010318,0.65821,0.32722,-0.71597,297.14,0,0,0
6.20E-05,0.0012155,0.59546,0.32707,-0.66348,295.09,-0.617,-1.2074,0.53073
7.11E-05,0.0014598,0.63443,0.4384,-0.44469,294.7,-0.17896,-0.24981,0.056508
6.82E-05,0.001399,0.59655,0.50402,-0.28919,294.45,0.01534,0.059004,-0.09293
6.62E-05,0.0013176,0.62984,0.34615,-0.58089,294.91,-0.44623,-0.93902,0.39915
5.61E-05,0.0010518,0.66252,0.31732,-0.66214,295,-0.75125,-1.5775,0.67315
6.94E-05,0.0014942,0.56395,0.35022,-0.52962,294.83,-0.26392,-0.49878,0.18986
7.05E-05,0.0014205,0.63605,0.39008,-0.48692,294.81,-0.29569,-0.52898,0.19306
7.22E-05,0.0014281,0.57323,0.63653,-0.20059,294.45,0.049313,0.12597,-0.088891
7.70E-05,0.0014684,0.55829,0.73525,-0.12428,294.51,0.047235,0.13382,-0.063911
6.97E-05,0.0014023,0.64443,0.54005,-0.29116,294.47,0.01953,0.071462,-0.099579
7.26E-05,0.0014093,0.64322,0.63046,-0.20388,294.47,0.052616,0.12947,-0.097731
7.51E-05,0.0014415,0.62331,0.68833,-0.1729,294.5,0.051204,0.1326,-0.08241
6.75E-05,0.0014461,0.54945,0.34034,-0.61595,294.99,-0.37238,-0.7362,0.34527
6.48E-05,0.0013245,0.54698,0.31021,-0.65425,295.12,-0.51846,-0.9898,0.45065
6.76E-05,0.001404,0.58997,0.46691,-0.31463,294.46,-0.0088929,0.018346,-0.081596
6.67E-05,0.0013898,0.54333,0.48974,-0.26556,294.41,0.031149,0.072447,-0.092843
6.70E-05,0.001426,0.55342,0.44514,-0.33066,294.47,-0.018806,-0.0072055,-0.066242
6.94E-05,0.0014815,0.58171,0.4033,-0.42707,294.64,-0.1416,-0.19364,0.029183
6.93E-05,0.0014455,0.60756,0.42222,-0.39431,294.59,-0.11442,-0.13157,-0.0019834
6.03E-05,0.001151,0.65594,0.31399,-0.60774,294.93,-0.62543,-1.3605,0.57502
6.34E-05,0.0012477,0.61184,0.30309,-0.60038,294.96,-0.55042,-1.1405,0.48791
6.90E-05,0.0014057,0.61488,0.35699,-0.53512,294.86,-0.34139,-0.68405,0.26797
6.99E-05,0.0014963,0.57728,0.37468,-0.48609,294.76,-0.21645,-0.37372,0.11628
7.60E-05,0.0014351,0.65311,0.70053,-0.14247,294.51,0.05524,0.14142,-0.079179
7.27E-05,0.0014339,0.53607,0.65629,-0.16918,294.45,0.049401,0.13504,-0.07964
6.95E-05,0.0014227,0.54133,0.57856,-0.24098,294.43,0.04275,0.10564,-0.091901
7.08E-05,0.0013642,0.66606,0.58702,-0.18809,294.44,0.06226,0.14561,-0.11018
7.36E-05,0.0014138,0.61743,0.65555,-0.155,294.47,0.056817,0.14375,-0.086023
5.98E-05,0.0011537,0.57966,0.27601,-0.69423,297.14,0,0,0
6.72E-05,0.0013917,0.57886,0.32727,-0.57928,294.93,-0.40302,-0.79318,0.3543
7.04E-05,0.0014226,0.63583,0.38084,-0.42902,294.73,-0.22401,-0.3479,0.10679
6.81E-05,0.0013543,0.62633,0.51648,-0.23468,294.42,0.044151,0.10533,-0.11195
6.67E-05,0.0013538,0.56592,0.49903,-0.22507,294.39,0.048645,0.1057,-0.10428
6.82E-05,0.0013644,0.65511,0.4924,-0.28358,294.45,0.012501,0.063026,-0.1014
6.80E-05,0.0014018,0.61625,0.43902,-0.33965,294.5,-0.050725,-0.034662,-0.058721
6.69E-05,0.0014567,0.53336,0.3969,-0.36723,294.53,-0.065622,-0.084598,-0.023646
6.46E-05,0.0012449,0.65528,0.30972,-0.55137,294.89,-0.5062,-1.0926,0.46709
6.95E-05,0.001464,0.58389,0.36066,-0.44317,294.71,-0.20832,-0.32402,0.091465
7.55E-05,0.0014397,0.58657,0.69815,-0.12243,294.49,0.05252,0.14277,-0.071448
6.83E-05,0.0013709,0.57319,0.54356,-0.21092,294.4,0.052941,0.12151,-0.10325
6.96E-05,0.0013929,0.55303,0.58377,-0.19529,294.41,0.053694,0.13119,-0.094819
7.06E-05,0.0013832,0.59747,0.59382,-0.18201,294.43,0.057867,0.13856,-0.098436
5.51E-05,0.0010307,0.63773,0.2793,-0.6951,297.14,0,0,0
5.94E-05,0.0011444,0.61121,0.28247,-0.64152,295.03,-0.66922,-1.3658,0.58928
6.69E-05,0.0013523,0.60066,0.48127,-0.24942,294.41,0.033224,0.081224,-0.10578
6.70E-05,0.0014077,0.57472,0.40056,-0.33914,294.5,-0.059839,-0.063076,-0.040681
6.80E-05,0.0014714,0.55047,0.3664,-0.40472,294.61,-0.1326,-0.18646,0.025521
6.84E-05,0.0013925,0.59419,0.30361,-0.51162,294.86,-0.36137,-0.69876,0.28871
6.88E-05,0.0014628,0.55514,0.30691,-0.4847,294.8,-0.28154,-0.49148,0.19507
6.99E-05,0.0014116,0.61655,0.33704,-0.46459,294.8,-0.29829,-0.53786,0.19951
7.56E-05,0.0014237,0.63111,0.68952,-0.10561,294.5,0.058316,0.15088,-0.074259
7.17E-05,0.0013954,0.56509,0.62658,-0.13923,294.43,0.057545,0.15162,-0.084735
7.26E-05,0.0013851,0.65421,0.62745,-0.15571,294.46,0.064068,0.15316,-0.096733
6.87E-05,0.0013432,0.61024,0.54591,-0.17778,294.4,0.065569,0.14625,-0.11055
6.55E-05,0.0013514,0.5556,0.28898,-0.59652,294.98,-0.47127,-0.91303,0.42209
6.31E-05,0.0012653,0.54661,0.26128,-0.63468,295.1,-0.58146,-1.1008,0.50116
6.51E-05,0.0013391,0.54785,0.44737,-0.23727,294.38,0.041012,0.080609,-0.09978
6.59E-05,0.0013534,0.59753,0.39526,-0.29509,294.45,-0.02573,-0.016584,-0.072043
6.67E-05,0.0013562,0.61475,0.44127,-0.28642,294.44,-0.0043711,0.026596,-0.091791
6.83E-05,0.0014118,0.60917,0.38282,-0.37096,294.58,-0.12283,-0.15097,0.0040455
6.75E-05,0.0013027,0.65405,0.30429,-0.49527,294.88,-0.42971,-0.89608,0.38061
6.06E-05,0.0011615,0.63503,0.26532,-0.58797,294.93,-0.61631,-1.3219,0.56241
6.53E-05,0.0013197,0.57983,0.26847,-0.56051,294.93,-0.47256,-0.9302,0.41713
6.87E-05,0.0014767,0.55204,0.32799,-0.44218,294.71,-0.2108,-0.32978,0.10862
5.56E-05,0.0010435,0.61759,0.23127,-0.67428,297.14,0,0,0
5.96E-05,0.0011503,0.56031,0.22801,-0.6732,297.14,0,0,0
6.16E-05,0.0012052,0.59121,0.25758,-0.60577,295,-0.59972,-1.2129,0.53608
6.92E-05,0.0014108,0.61177,0.33318,-0.40478,294.69,-0.21816,-0.33538,0.10035
6.48E-05,0.0013341,0.56545,0.40402,-0.25792,294.41,0.0169,0.035459,-0.088416
6.63E-05,0.0013142,0.60254,0.48226,-0.20029,294.38,0.062308,0.12504,-0.11957
6.58E-05,0.0013242,0.54165,0.4944,-0.18474,294.35,0.065001,0.13761,-0.10618
6.57E-05,0.00131,0.62131,0.44336,-0.23357,294.4,0.039599,0.084481,-0.11802
6.69E-05,0.0013507,0.64591,0.38529,-0.3191,294.49,-0.065685,-0.063036,-0.052998
6.69E-05,0.0013765,0.60756,0.37815,-0.33059,294.51,-0.079859,-0.086807,-0.034941
6.76E-05,0.0014136,0.57751,0.34282,-0.36811,294.58,-0.13666,-0.18856,0.024252
6.57E-05,0.001389,0.54789,0.36292,-0.31973,294.49,-0.055508,-0.069258,-0.031688
6.93E-05,0.0014017,0.60258,0.2975,-0.43804,294.78,-0.29548,-0.51268,0.20123
7.16E-05,0.0013616,0.61651,0.60691,-0.10785,294.43,0.07031,0.17173,-0.091147
7.33E-05,0.0013784,0.65802,0.63571,-0.11032,294.46,0.069792,0.16829,-0.089109
7.34E-05,0.0014023,0.59515,0.65245,-0.11328,294.46,0.059353,0.15566,-0.079212
7.06E-05,0.0013482,0.64536,0.58398,-0.14249,294.43,0.072668,0.16678,-0.10575
6.81E-05,0.0013222,0.57829,0.54203,-0.13119,294.37,0.076129,0.17297,-0.10516
6.97E-05,0.0013544,0.55866,0.58378,-0.1194,294.39,0.066597,0.16841,-0.090976
6.45E-05,0.0012473,0.63419,0.26109,-0.53219,294.9,-0.5045,-1.0716,0.46569
5.66E-05,0.0010667,0.62175,0.22026,-0.62173,295.02,-0.70666,-1.4998,0.64953
6.58E-05,0.0013223,0.57968,0.24136,-0.524,294.9,-0.45541,-0.87496,0.40035
6.83E-05,0.0014278,0.55133,0.26336,-0.466,294.81,-0.31638,-0.53881,0.24231
7.28E-05,0.0013902,0.54768,0.6434,-0.062532,294.43,0.058521,0.16869,-0.067655
6.69E-05,0.0012978,0.60528,0.50317,-0.15276,294.37,0.081147,0.16687,-0.12077
6.92E-05,0.0013027,0.6346,0.54282,-0.099616,294.4,0.090133,0.19854,-0.11112
6.03E-05,0.0011746,0.56652,0.21726,-0.61362,295.05,-0.64989,-1.2531,0.56102
6.34E-05,0.0013049,0.5333,0.38569,-0.22723,294.37,0.043618,0.066036,-0.092052
6.46E-05,0.0013377,0.5628,0.3612,-0.27576,294.44,-0.014205,-0.019593,-0.061049
6.54E-05,0.0013088,0.63576,0.39897,-0.26173,294.42,0.0052382,0.031374,-0.10677
6.65E-05,0.0013553,0.61374,0.33525,-0.32244,294.52,-0.10051,-0.13201,-0.013537
6.81E-05,0.0014321,0.55999,0.30331,-0.39851,294.66,-0.20417,-0.30204,0.10272
6.73E-05,0.0013039,0.63285,0.25589,-0.47696,294.88,-0.42849,-0.87669,0.38741
6.04E-05,0.0011583,0.6144,0.21686,-0.56849,294.94,-0.61009,-1.2895,0.57154
6.22E-05,0.0012255,0.56839,0.20373,-0.56831,294.98,-0.58078,-1.115,0.52285
6.85E-05,0.0013707,0.59397,0.25044,-0.45123,294.83,-0.36051,-0.66018,0.29287
7.11E-05,0.0013542,0.56592,0.6016,-0.067134,294.4,0.068175,0.1823,-0.07829
5.59E-05,0.0010507,0.59786,0.18329,-0.65358,297.14,0,0,0
5.46E-05,0.0010176,0.65457,0.18595,-0.65457,296.08,0,0,0
5.96E-05,0.0011535,0.54179,0.18015,-0.65238,297.14,0,0,0
6.97E-05,0.001371,0.64972,0.29126,-0.38436,294.74,-0.2406,-0.42638,0.15068
6.42E-05,0.0012844,0.59711,0.3987,-0.21857,294.38,0.048453,0.078368,-0.11857
6.40E-05,0.0012876,0.60776,0.34954,-0.2429,294.42,0.0098457,0.013491,-0.096581
6.43E-05,0.0012855,0.56818,0.43172,-0.19304,294.35,0.068212,0.11801,-0.11789
6.50E-05,0.0012645,0.57509,0.4627,-0.14032,294.33,0.091808,0.17746,-0.1242
6.53E-05,0.0013187,0.62893,0.35808,-0.28412,294.45,-0.036532,-0.033936,-0.074072
6.57E-05,0.0013638,0.56828,0.30605,-0.31482,294.52,-0.10304,-0.139,0.0072645
6.76E-05,0.0013867,0.59103,0.29433,-0.35932,294.62,-0.18136,-0.26075,0.071488
6.96E-05,0.0013252,0.59199,0.56633,-0.090222,294.39,0.078875,0.18929,-0.096659
6.63E-05,0.0012807,0.5652,0.50028,-0.11361,294.33,0.088414,0.19101,-0.11134
6.66E-05,0.0012549,0.60282,0.48414,-0.090212,294.35,0.10507,0.21831,-0.12244
6.56E-05,0.0012524,0.62878,0.45874,-0.13941,294.36,0.10042,0.18855,-0.14109
6.45E-05,0.001259,0.62806,0.42033,-0.18461,294.37,0.076162,0.13369,-0.14101
6.92E-05,0.0013455,0.63103,0.24998,-0.42242,294.85,-0.35235,-0.67483,0.29736
6.41E-05,0.0012429,0.61355,0.21283,-0.51362,294.9,-0.50885,-1.0438,0.48135
5.69E-05,0.0010748,0.60179,0.17208,-0.60185,295.03,-0.68456,-1.4249,0.63133
6.46E-05,0.0012861,0.57009,0.19702,-0.52082,294.92,-0.49875,-0.91952,0.45786
6.72E-05,0.0013635,0.5625,0.21328,-0.47233,294.86,-0.39822,-0.69224,0.35084
6.82E-05,0.0014109,0.55265,0.23747,-0.42526,294.77,-0.31203,-0.48377,0.24074
7.34E-05,0.0013642,0.6333,0.62419,-0.045392,294.46,0.073257,0.18389,-0.074761
7.14E-05,0.0013318,0.60972,0.58347,-0.042189,294.42,0.079916,0.19869,-0.081833
6.01E-05,0.0011707,0.54807,0.16927,-0.59357,295.05,-0.65843,-1.1882,0.55697
6.88E-05,0.0013844,0.59073,0.24729,-0.40886,294.77,-0.30715,-0.50876,0.23023
6.30E-05,0.001252,0.59273,0.35284,-0.19721,294.38,0.063974,0.081328,-0.12381
6.41E-05,0.001314,0.57185,0.31743,-0.26306,294.45,-0.026073,-0.043698,-0.049421
6.24E-05,0.0012635,0.55389,0.3253,-0.2048,294.39,0.051638,0.052678,-0.088546
6.36E-05,0.0012381,0.64544,0.3731,-0.19092,294.39,0.072292,0.11453,-0.15387
6.72E-05,0.0013433,0.64671,0.28416,-0.32969,294.57,-0.13827,-0.21972,0.029174
6.51E-05,0.00132,0.60517,0.28461,-0.28628,294.5,-0.088648,-0.12557,-0.01437
5.99E-05,0.0011258,0.65233,0.18004,-0.54388,294.91,0,0,0
6.69E-05,0.0012991,0.61233,0.20805,-0.45957,294.88,-0.43149,-0.85596,0.41045
7.05E-05,0.0013205,0.56729,0.56935,-0.021096,294.39,0.076139,0.20543,-0.074594
7.07E-05,0.0012943,0.64861,0.5446,-0.034762,294.42,0.098991,0.22424,-0.095363
6.89E-05,0.0012882,0.59641,0.53291,-0.05389,294.37,0.092824,0.21684,-0.097901
6.88E-05,0.001246,0.64664,0.48616,-0.032713,294.4,0.12084,0.25871,-0.11415
5.47E-05,0.00102,0.63405,0.138,-0.63405,296.08,0,0,0
6.04E-05,0.0011591,0.59428,0.16893,-0.54939,294.95,-0.60436,-1.2167,0.57942
6.91E-05,0.0013646,0.62871,0.24361,-0.36874,294.74,-0.24918,-0.44018,0.17756
6.31E-05,0.0012426,0.55954,0.41018,-0.15441,294.32,0.095088,0.16036,-0.12755
6.34E-05,0.0012166,0.5969,0.40225,-0.13049,294.33,0.11705,0.19495,-0.14707
6.41E-05,0.0012157,0.57307,0.43485,-0.09219,294.3,0.1179,0.23215,-0.12986
6.44E-05,0.0013273,0.55827,0.27657,-0.27324,294.49,-0.069813,-0.10013,0.001711
6.74E-05,0.0013699,0.59073,0.25082,-0.34294,294.63,-0.19842,-0.29696,0.11047
6.79E-05,0.0013964,0.56244,0.23937,-0.378,294.7,-0.25606,-0.37828,0.18159
6.39E-05,0.0012046,0.65075,0.17602,-0.48967,294.89,0,0,0
6.83E-05,0.0013556,0.59317,0.22033,-0.4321,294.84,-0.3702,-0.66855,0.32079
7.26E-05,0.0013381,0.57681,0.58379,0.030139,294.43,0.070395,0.20055,-0.057968
6.39E-05,0.0011948,0.64178,0.39031,-0.11172,294.36,0.13989,0.23614,-0.17102
6.79E-05,0.0013694,0.56128,0.19104,-0.41515,294.82,-0.36075,-0.57052,0.33502
5.61E-05,0.0010556,0.57855,0.13568,-0.63312,297.14,0,0,0
6.85E-05,0.0013362,0.61076,0.20269,-0.40656,294.84,-0.35843,-0.6713,0.34204
6.32E-05,0.0012645,0.60945,0.30675,-0.22563,294.42,0.011765,0.00071104,-0.096421
6.23E-05,0.0012185,0.5764,0.36223,-0.15284,294.34,0.1067,0.15461,-0.1364
6.29E-05,0.0012246,0.66432,0.32704,-0.20066,294.41,0.052393,0.081562,-0.17206
6.54E-05,0.0012132,0.63848,0.43451,-0.092316,294.36,0.13063,0.24416,-0.15209
6.67E-05,0.0012466,0.57265,0.4875,-0.048573,294.33,0.1035,0.23797,-0.10575
6.54E-05,0.0013413,0.56766,0.23817,-0.29314,294.54,-0.13431,-0.18457,0.067857
6.37E-05,0.0012344,0.59361,0.16533,-0.49566,294.9,-0.51208,-0.97996,0.5148
5.64E-05,0.0010568,0.63313,0.1357,-0.57921,294.98,0,0,0
7.45E-05,0.0013666,0.63119,0.62334,0.0090037,294.48,0.071428,0.18655,-0.060003
7.00E-05,0.0012862,0.59027,0.53008,-0.00016178,294.39,0.089765,0.22887,-0.080037
7.25E-05,0.0013248,0.62268,0.57256,0.0086337,294.44,0.082467,0.2093,-0.070487
6.84E-05,0.0012396,0.60601,0.47924,-0.010178,294.37,0.11363,0.26162,-0.101
6.27E-05,0.00121,0.62474,0.34889,-0.15531,294.37,0.10725,0.15227,-0.16109
5.69E-05,0.0010755,0.58222,0.12467,-0.58226,295.04,-0.66468,-1.2973,0.61346
6.23E-05,0.001226,0.6089,0.31095,-0.17965,294.39,0.075988,0.084116,-0.13426
6.33E-05,0.0012832,0.57684,0.27494,-0.23312,294.45,-0.014672,-0.041306,-0.044836
6.53E-05,0.0011902,0.60294,0.4173,-0.046919,294.33,0.14119,0.28517,-0.13539
6.67E-05,0.0013362,0.62593,0.23672,-0.31605,294.58,-0.15544,-0.25134,0.063073
6.70E-05,0.0013604,0.57954,0.21453,-0.32549,294.63,-0.20248,-0.29595,0.14482
5.98E-05,0.0011278,0.63197,0.13288,-0.52522,294.92,0,0,0
6.71E-05,0.001271,0.6489,0.17137,-0.43643,294.9,0,0,0
6.63E-05,0.0012877,0.59273,0.16118,-0.44301,294.88,-0.4357,-0.80389,0.46573
7.48E-05,0.0013622,0.58774,0.59569,0.079447,294.48,0.06171,0.18526,-0.041734
7.19E-05,0.0012894,0.65088,0.52914,0.015002,294.45,0.099756,0.23543,-0.080294
5.48E-05,0.0010224,0.61384,0.090772,-0.61384,296.08,0,0,0
6.88E-05,0.001357,0.60885,0.19687,-0.35484,294.75,-0.26259,-0.46017,0.23829
6.22E-05,0.0012392,0.58742,0.26704,-0.18567,294.42,0.049804,0.034702,-0.087827
6.09E-05,0.0011806,0.54451,0.34743,-0.11699,294.29,0.13312,0.21473,-0.12912
6.33E-05,0.0012662,0.6166,0.25797,-0.23293,294.46,-0.029025,-0.057927,-0.071378
6.45E-05,0.0012023,0.54841,0.44239,-0.042881,294.28,0.11455,0.2638,-0.11093
6.30E-05,0.0011755,0.59096,0.38116,-0.082905,294.31,0.14849,0.26398,-0.14992
6.26E-05,0.0011766,0.62151,0.34656,-0.1077,294.35,0.15218,0.23852,-0.17283
6.25E-05,0.0012284,0.64286,0.2871,-0.1981,294.43,0.039849,0.043706,-0.14889
6.41E-05,0.0013005,0.58141,0.23591,-0.25188,294.49,-0.074867,-0.11446,0.01266
6.42E-05,0.0012887,0.62252,0.22891,-0.26438,294.49,-0.088195,-0.14083,-0.017061
6.36E-05,0.0012039,0.63058,0.12953,-0.47226,294.9,0,0,0
6.00E-05,0.0011497,0.57488,0.12199,-0.53068,294.95,-0.60139,-1.0808,0.6078
6.73E-05,0.0012457,0.54695,0.49248,-0.0064451,294.32,0.093949,0.24832,-0.086948
7.38E-05,0.0013277,0.63202,0.56045,0.052293,294.48,0.078377,0.20544,-0.058078
6.95E-05,0.0012103,0.64204,0.42584,0.016904,294.43,0.14172,0.31147,-0.11041
6.47E-05,0.0011708,0.64223,0.37386,-0.060674,294.37,0.17183,0.31313,-0.16739
5.60E-05,0.0010537,0.55962,0.089013,-0.61311,297.14,0,0,0
6.80E-05,0.001327,0.59165,0.15657,-0.39176,294.85,-0.364,-0.63667,0.41246
6.31E-05,0.0012188,0.57461,0.11904,-0.47811,294.91,-0.51057,-0.86871,0.5857
6.79E-05,0.0013762,0.55987,0.19084,-0.36482,294.74,-0.28919,-0.42015,0.2631
6.92E-05,0.0013244,0.64683,0.16624,-0.38444,294.86,0,0,0
6.15E-05,0.0012237,0.55803,0.29846,-0.16615,294.37,0.091087,0.098441,-0.098999
